word,score
's,0.031477692782981126
november,0.024524768189472003
season,0.021826261711372502
new,0.020894186004471824
'',0.015561355979148919
government,0.015523900815191054
portfolio,0.015350567286626973
pick,0.015350567286626973
بوینت,0.015061876153146456
أردو,0.015061876153146456
'back,0.015028105274228492
root,0.015028105274228492
veggie,0.015028105274228492
others,0.015028105274228492
menu,0.015028105274228492
``,0.014073357658728913
export,0.013775763168042784
launch,0.013501395820974952
photo,0.013123027282394477
design,0.013040076684760487
china,0.01289912369371279
right,0.012662570184766601
powerful,0.012314697377492792
emission,0.012170738239109788
picture,0.012170738239109788
named,0.012108642635849022
trump,0.012108642635849022
record,0.012108642635849022
across,0.011897250008764222
north,0.011736069016284439
every,0.011736069016284439
week,0.011688526324399939
report,0.011201504394216608
state,0.010618348157590683
chip,0.010478633050253962
lift,0.010478633050253962
ban,0.010478633050253962
material,0.010478633050253962
effect,0.010432061347808391
injured,0.010432061347808391
year,0.010432061347808391
parade,0.01023371152441798
see,0.010100085567494305
stock,0.010076422892769468
claim,0.009935296521722274
system,0.009935296521722274
space,0.009935296521722274
linked,0.009810013165121378
ukrainian,0.009780057513570365
facility,0.009780057513570365
turn,0.009780057513570365
energy,0.009780057513570365
might,0.009780057513570365
coffee,0.009500627298896926
begin,0.009500627298896926
five,0.009314340489114633
movie,0.009236720985038678
west,0.009236720985038678
culture,0.009236720985038678
game,0.009236720985038678
cement,0.009236720985038678
reserve,0.009210340371976185
richest,0.009210340371976185
town,0.009210340371976185
fee,0.009210340371976185
testing,0.009210340371976185
carnival,0.009210340371976185
small,0.009210340371976185
stay,0.009210340371976185
forex,0.009210340371976185
payment,0.009210340371976185
acu,0.009210340371976185
announces,0.009210340371976185
petherton,0.009210340371976185
punjab,0.009210340371976185
machine,0.009144988843858004
could,0.009126041707127646
aff,0.008848623464658902
continues,0.008802051762213329
killed,0.008802051762213329
school,0.008802051762213329
multiple,0.008802051762213329
hospital,0.008802051762213329
wind,0.008802051762213329
military,0.008802051762213329
nexperia,0.008802051762213329
fund,0.00869338445650699
hyderabad,0.00869338445650699
raid,0.008446413307174406
arrest,0.008446413307174406
force,0.008446413307174406
khan,0.008373036701796531
bros,0.008373036701796531
sends,0.008258715233681642
crisis,0.008258715233681642
district,0.008258715233681642
power,0.008258715233681642
snow,0.008258715233681642
near,0.008258715233681642
russian,0.008150047927975303
say,0.007824046010856293
two,0.007824046010856293
country,0.0076752836433134864
suffolk,0.0076752836433134864
commemorate,0.0076752836433134864
surge,0.0076752836433134864
male,0.0076752836433134864
financial,0.0076752836433134864
dividend,0.0076752836433134864
dead,0.0076752836433134864
snap,0.0076752836433134864
slot,0.0076752836433134864
singer,0.0076752836433134864
dream,0.0076752836433134864
service,0.0076752836433134864
peshawar,0.0076752836433134864
scotus,0.0076752836433134864
great,0.0076752836433134864
got,0.0076752836433134864
rock,0.0076752836433134864
gen,0.0076752836433134864
reason,0.0076752836433134864
resume,0.0076752836433134864
released,0.0076752836433134864
collapse,0.0076752836433134864
side,0.0076752836433134864
martyr,0.0076752836433134864
among,0.0076752836433134864
tidal,0.0076752836433134864
'likelier,0.0076752836433134864
'lipstick,0.0076752836433134864
transfer,0.0076752836433134864
best,0.0076752836433134864
tenerife,0.0076752836433134864
buy,0.0076752836433134864
arne,0.0076752836433134864
verge,0.0076752836433134864
changing,0.0076752836433134864
tariff,0.0076752836433134864
anniversary,0.0076752836433134864
checking,0.0076752836433134864
three,0.0076752836433134864
chippies,0.0076752836433134864
classic,0.0076752836433134864
agricultural,0.0076752836433134864
line,0.0076067113994436174
electric,0.0076067113994436174
market,0.0076067113994436174
first,0.0076067113994436174
train,0.0076067113994436174
uk,0.007172042176618268
strong,0.007172042176618268
airport,0.006921271471142105
news,0.006816403721579345
south,0.006706325152162535
rick,0.006578814551411559
opportunity,0.006578814551411559
federer,0.006578814551411559
metal,0.006578814551411559
remembrance,0.006578814551411559
u,0.006578814551411559
book,0.006578814551411559
rule,0.006578814551411559
king,0.006578814551411559
following,0.006578814551411559
brac,0.006578814551411559
estrella,0.006578814551411559
erases,0.006578814551411559
ended,0.006578814551411559
breakthrough,0.006578814551411559
logic,0.006578814551411559
brew,0.006578814551411559
broke,0.006578814551411559
nation,0.006578814551411559
secretly,0.006578814551411559
reinforced-concrete,0.006578814551411559
barnes,0.006578814551411559
'mafia,0.006578814551411559
money,0.006578814551411559
inspire,0.006578814551411559
want,0.006578814551411559
investigation,0.006578814551411559
msp,0.006578814551411559
open,0.006578814551411559
one,0.006578814551411559
nvidia,0.006578814551411559
lead,0.006578814551411559
week-long,0.006578814551411559
peller,0.006578814551411559
jp,0.006578814551411559
high-temperature,0.006578814551411559
beg,0.006578814551411559
previous,0.006578814551411559
procurement,0.006578814551411559
programme,0.006578814551411559
promise,0.006578814551411559
gujarat,0.006578814551411559
woman,0.006578814551411559
give,0.006578814551411559
kharif,0.006578814551411559
garda,0.006578814551411559
baridhara,0.006578814551411559
barista-style,0.006578814551411559
ayrshire,0.006578814551411559
kumon,0.006578814551411559
stadium,0.006578814551411559
doh,0.006578814551411559
career,0.006578814551411559
strength,0.006578814551411559
mann,0.006578814551411559
make,0.006578814551411559
continue,0.006578814551411559
crop,0.006578814551411559
slashgear,0.006578814551411559
death,0.006578814551411559
dc,0.006578814551411559
djokovic,0.006578814551411559
majesty,0.006578814551411559
celebrity,0.006578814551411559
day,0.006578814551411559
statewide,0.006578814551411559
commander,0.006578814551411559
spidéal,0.006578814551411559
silence,0.006578814551411559
dual-use,0.006578814551411559
double-double,0.006578814551411559
cuisinart,0.006578814551411559
shooting,0.006578814551411559
center,0.006578814551411559
highlight,0.006520038342380244
general,0.006085369119554894
operation,0.006054321317924511
call,0.005970982481969276
startup,0.005756462732485115
law-order,0.005756462732485115
participates,0.005756462732485115
idea,0.005756462732485115
strike,0.005756462732485115
targeting,0.005756462732485115
holiday,0.005756462732485115
mous,0.005756462732485115
'gung-ho,0.005756462732485115
unrwa,0.005756462732485115
williams,0.005756462732485115
assam,0.005756462732485115
waddle,0.005756462732485115
violent,0.005756462732485115
temp,0.005756462732485115
paharpur,0.005756462732485115
police,0.005756462732485115
arrears,0.005756462732485115
centre,0.005756462732485115
paniyala,0.005756462732485115
durable,0.005756462732485115
pace,0.005756462732485115
chill,0.005756462732485115
conduct,0.005756462732485115
n.j.,0.005756462732485115
sugarcane,0.005756462732485115
lakh,0.005756462732485115
al,0.005756462732485115
sunday,0.005756462732485115
lakers,0.005756462732485115
conference,0.005756462732485115
manufacturing,0.005756462732485115
marathon,0.005756462732485115
agitation,0.005756462732485115
ncnp,0.005756462732485115
clear,0.005756462732485115
washington,0.005756462732485115
alkali-modified,0.005756462732485115
ac,0.005756462732485115
output,0.005756462732485115
inter-family,0.005756462732485115
american,0.005756462732485115
ally,0.005756462732485115
inspection,0.005756462732485115
coolest,0.005756462732485115
half,0.005756462732485115
organizes,0.005756462732485115
target,0.005756462732485115
lavrov,0.005756462732485115
investigator,0.005756462732485115
child,0.005756462732485115
israeli,0.005756462732485115
issue,0.005756462732485115
sugar,0.005756462732485115
jaylen,0.005756462732485115
intensify,0.005756462732485115
govt,0.005756462732485115
hajj,0.005756462732485115
transport,0.005756462732485115
fifth,0.005756462732485115
feud,0.005756462732485115
difference,0.005756462732485115
bill,0.005756462732485115
nail,0.005756462732485115
miami,0.005756462732485115
trump-russia,0.005756462732485115
bku,0.005756462732485115
tried,0.005756462732485115
displacement,0.005756462732485115
tribune,0.005756462732485115
rise,0.005756462732485115
maverick,0.005756462732485115
boost,0.005756462732485115
capture,0.005756462732485115
find,0.005756462732485115
campaign,0.005756462732485115
exhibition,0.005756462732485115
doaba,0.005756462732485115
runner,0.005756462732485115
russia,0.005756462732485115
trade,0.005756462732485115
doncic,0.005756462732485115
mayhem,0.005756462732485115
sign,0.005756462732485115
luka,0.005756462732485115
tonne,0.005756462732485115
shop,0.005756462732485115
ecosystem,0.005756462732485115
thq,0.005756462732485115
relief,0.005756462732485115
bilateral,0.005756462732485115
firm,0.005756462732485115
decadent,0.005756462732485115
sport,0.005756462732485115
prosecutor,0.005756462732485115
attack,0.005756462732485115
attacked,0.005756462732485115
quinnen,0.005756462732485115
seven,0.005756462732485115
attracts,0.005756462732485115
automaker,0.005756462732485115
quiz,0.005756462732485115
rachel,0.005756462732485115
gift,0.005756462732485115
rainy,0.005756462732485115
gaza,0.005756462732485115
biochar,0.005756462732485115
bank,0.005756462732485115
test,0.005756462732485115
dicky,0.005756462732485115
carbon,0.005756462732485115
dialogue,0.005756462732485115
dessert,0.005756462732485115
desired,0.005756462732485115
decides,0.005756462732485115
forecast,0.005756462732485115
surprise,0.005756462732485115
demita,0.005756462732485115
freezing,0.005756462732485115
category,0.005756462732485115
missing,0.00511685576220899
michigan,0.00511685576220899
without,0.00511685576220899
member,0.00511685576220899
mayor,0.00511685576220899
zubair,0.00511685576220899
worry,0.00511685576220899
syria,0.00511685576220899
watch,0.00511685576220899
signal,0.00511685576220899
riyadh,0.00511685576220899
routh,0.00511685576220899
salon,0.00511685576220899
time,0.00511685576220899
shine,0.00511685576220899
shutdown,0.00511685576220899
thousand,0.00511685576220899
sink,0.00511685576220899
warren,0.00511685576220899
slash,0.00511685576220899
thai-malaysia,0.00511685576220899
st.,0.00511685576220899
step,0.00511685576220899
street,0.00511685576220899
supply,0.00511685576220899
support,0.00511685576220899
researcher,0.00511685576220899
ubc,0.00511685576220899
recycle,0.00511685576220899
rcc,0.00511685576220899
nfl,0.00511685576220899
nominated,0.00511685576220899
warning,0.00511685576220899
observer,0.00511685576220899
office,0.00511685576220899
patriots-bucs,0.00511685576220899
pc,0.00511685576220899
peg,0.00511685576220899
wall,0.00511685576220899
pete,0.00511685576220899
play,0.00511685576220899
valuation,0.00511685576220899
prepares,0.00511685576220899
promo,0.00511685576220899
raised,0.00511685576220899
record-long,0.00511685576220899
lab,0.00511685576220899
family,0.00511685576220899
due,0.00511685576220899
brother,0.00511685576220899
buffett,0.00511685576220899
hallmark,0.00511685576220899
hang,0.00511685576220899
facing,0.00511685576220899
extends,0.00511685576220899
drop,0.00511685576220899
dubai,0.00511685576220899
hundred,0.00511685576220899
key,0.00511685576220899
charles,0.00511685576220899
brandon,0.00511685576220899
convoy,0.00511685576220899
christmas,0.00511685576220899
jordan,0.00511685576220899
jonathan,0.00511685576220899
ear-shattering,0.00511685576220899
jewelry,0.00511685576220899
code,0.00511685576220899
electrochemical,0.00511685576220899
edinburgh,0.00511685576220899
ithra,0.00511685576220899
ease,0.00511685576220899
committee,0.00511685576220899
group,0.00511685576220899
aid,0.00511685576220899
application,0.00511685576220899
ghangra,0.00511685576220899
fernandina,0.00511685576220899
diamond,0.00511685576220899
fault,0.00511685576220899
level,0.00511685576220899
autism,0.00511685576220899
border,0.00511685576220899
letterkenny,0.00511685576220899
humanitarian,0.00511685576220899
leg,0.00511685576220899
deadline,0.00511685576220899
daily,0.00511685576220899
bennett,0.00511685576220899
human,0.00511685576220899
boat,0.00511685576220899
draftkings,0.00511685576220899
bonus,0.00511685576220899
drive,0.00511685576220899
disruption,0.00511685576220899
zibata,0.0046051701859880926
shashi,0.0046051701859880926
sighting,0.0046051701859880926
drone,0.0046051701859880926
marib,0.0046051701859880926
